id,alias,name,image_url,is_closed,url,review_count,category alias,category title,rating,coordinates,latitude,longitude,street,apt,area,city,pincode,country,state,address1,address2,phone,display_phone,distance,price,2018rank,City,State[c],2018estimate
cKZNbMvoqJaUe7n6lf6i7w,wildberry-pancakes-and-cafe-chicago-2,Wildberry Pancakes and Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/or0SLpOk3UasVtln_AabHw/o.jpg,FALSE,https://www.yelp.com/biz/wildberry-pancakes-and-cafe-chicago-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,7140,pancakes,Pancakes,4.5,41.884668,-87.62288,pickup,130 E Randolph St,,,Chicago,60601,US,IL,130 E Randolph St-Chicago, IL 60601,13129389777,(312) 938-9777,5082.221755,$$,3,Chicago,Illinois,2705994
xoi7Cw7FoknAx5p880RtWQ,au-cheval-chicago,Au Cheval,https://s3-media4.fl.yelpcdn.com/bphoto/a0yhvSJX_6i28iwS9egDFg/o.jpg,FALSE,https://www.yelp.com/biz/au-cheval-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,6895,bars,Bars,4.5,41.88466,-87.647668,,800 W Randolph St,,,Chicago,60607,US,IL,800 W Randolph St-Chicago, IL 60607,13129294580,(312) 929-4580,3376.598427,$$,3,Chicago,Illinois,2705994
boE4Ahsssqic7o5wQLI04w,the-purple-pig-chicago,The Purple Pig,https://s3-media2.fl.yelpcdn.com/bphoto/Qf9YAh6piSujT5F1T6PALg/o.jpg,FALSE,https://www.yelp.com/biz/the-purple-pig-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,7046,tapasmallplates,Tapas/Small Plates,4,41.890694,-87.624782,,444 N Michigan Ave,None,,Chicago,60611,US,IL,444 N Michigan Ave-Chicago, IL 60611,13124641744,(312) 464-1744,4670.876907,$$,3,Chicago,Illinois,2705994
8vFJH_paXsMocmEO_KAa3w,lou-malnatis-pizzeria-chicago,Lou Malnati's Pizzeria,https://s3-media1.fl.yelpcdn.com/bphoto/cv0OrGAkBn4qdFOm3zuFjQ/o.jpg,FALSE,https://www.yelp.com/biz/lou-malnatis-pizzeria-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,5993,pizza,Pizza,4,41.890357,-87.633704,delivery-pickup,439 N Wells St,,,Chicago,60654,US,IL,439 N Wells St-Chicago, IL 60654,13128289800,(312) 828-9800,4000.999053,$$,3,Chicago,Illinois,2705994
AkcZ1fUyB3RocKLYGFu20Q,art-institute-of-chicago-chicago-3,Art Institute of Chicago,https://s3-media2.fl.yelpcdn.com/bphoto/kp9B8BG7JVFvcMvk4s1PzA/o.jpg,FALSE,https://www.yelp.com/biz/art-institute-of-chicago-chicago-3?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,1782,artschools,Art Schools,4.5,41.8796,-87.623713,,111 S Michigan Ave,,,Chicago,60603,US,IL,111 S Michigan Ave-Chicago, IL 60603,13124433600,(312) 443-3600,5300.425594, ,3,Chicago,Illinois,2705994
LPwAwxEjetjdNh7Uadro3g,smoque-bbq-chicago,Smoque BBQ,https://s3-media4.fl.yelpcdn.com/bphoto/T-oNCsrLiZc2lwrI3r9phQ/o.jpg,FALSE,https://www.yelp.com/biz/smoque-bbq-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,4077,bbq,Barbeque,4.5,41.95021,-87.72795,,3800 N Pulaski Rd,Ste 2,,Chicago,60641,US,IL,3800 N Pulaski Rd-Ste 2-Chicago, IL 60641,17735457427,(773) 545-7427,6499.895336,$$,3,Chicago,Illinois,2705994
pbEiXam9YJL3neCYHGwLUA,alinea-chicago,Alinea,https://s3-media2.fl.yelpcdn.com/bphoto/5v9CwgpqN06wrl6QPBRIMQ/o.jpg,FALSE,https://www.yelp.com/biz/alinea-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,2150,newamerican,American (New),4.5,41.91341942,-87.64823847,,1723 N Halsted St,,,Chicago,60614,US,IL,1723 N Halsted St-Chicago, IL 60614,13128670110,(312) 867-0110,2610.289489,$$$$,3,Chicago,Illinois,2705994
y8jVBaHh8ntYkVqDXpsi1Q,cafe-ba-ba-reeba-chicago-3,Cafe Ba-Ba-Reeba!,https://s3-media3.fl.yelpcdn.com/bphoto/31Kpq5NzjRqcB4L9PUbLsA/o.jpg,FALSE,https://www.yelp.com/biz/cafe-ba-ba-reeba-chicago-3?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,3975,spanish,Spanish,4,41.918984,-87.648687,delivery-pickup,2024 N Halsted St,,,Chicago,60614,US,IL,2024 N Halsted St-Chicago, IL 60614,17739355000,(773) 935-5000,2855.274609,$$,3,Chicago,Illinois,2705994
apyIymDFbUK7u-Y3V5kmkA,bavettes-bar-and-boeuf-chicago,Bavette's Bar & Boeuf,https://s3-media3.fl.yelpcdn.com/bphoto/e-0zilu4pxP-Ylt423B0Og/o.jpg,FALSE,https://www.yelp.com/biz/bavettes-bar-and-boeuf-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,2303,steak,Steakhouses,4.5,41.88927962,-87.63482273,,218 W Kinzie St,,,Chicago,60654,US,IL,218 W Kinzie St-Chicago, IL 60654,13126248154,(312) 624-8154,3968.647508,$$$,3,Chicago,Illinois,2705994
#NAME?,little-goat-diner-chicago-4,Little Goat Diner,https://s3-media3.fl.yelpcdn.com/bphoto/FEdL5JcbVf5NFEB3s5S8Mg/o.jpg,FALSE,https://www.yelp.com/biz/little-goat-diner-chicago-4?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,4473,diners,Diners,4,41.88464606,-87.6484127,,820 W Randolph St,,,Chicago,60607,US,IL,820 W Randolph St-Chicago, IL 60607,13128883455,(312) 888-3455,3332.444595,$$,3,Chicago,Illinois,2705994
pVPyt3TugMd8FW5LGznkQQ,kumas-corner-belmont-chicago,Kuma's Corner - Belmont,https://s3-media2.fl.yelpcdn.com/bphoto/tczjU01MzXiOMPKY1CEQ0Q/o.jpg,FALSE,https://www.yelp.com/biz/kumas-corner-belmont-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,5001,pubs,Pubs,4,41.93964005,-87.70044708,delivery,2900 W Belmont Ave,None,,Chicago,60618,US,IL,2900 W Belmont Ave-Chicago, IL 60618,17736048769,(773) 604-8769,4258.440036,$$,3,Chicago,Illinois,2705994
ziIfrqtyupmeNlPAOx6jTw,quartino-ristorante-chicago,Quartino Ristorante,https://s3-media1.fl.yelpcdn.com/bphoto/fn1r5y5PE3v70Zr2giBuXw/o.jpg,FALSE,https://www.yelp.com/biz/quartino-ristorante-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,4579,italian,Italian,4,41.89344797,-87.6283662,delivery,626 N State St,None,,Chicago,60654,US,IL,626 N State St-Chicago, IL 60654,13126985000,(312) 698-5000,4290.838291,$$,3,Chicago,Illinois,2705994
DXwSYgiXqIVNdO9dazel6w,pequods-pizzeria-chicago,Pequod's Pizzeria,https://s3-media2.fl.yelpcdn.com/bphoto/jlB3XA4XnnoU6omD9TSk5Q/o.jpg,FALSE,https://www.yelp.com/biz/pequods-pizzeria-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,5919,pizza,Pizza,4,41.92187,-87.664486,delivery-pickup-restaurant_reservation,2207 N Clybourn Ave,,,Chicago,60614,US,IL,2207 N Clybourn Ave-Chicago, IL 60614,17733271512,(773) 327-1512,2158.708458,$$,3,Chicago,Illinois,2705994
rp17Dfjdh7JR4GGZwj6nqg,portillos-hot-dogs-chicago-4,Portillo's Hot Dogs,https://s3-media2.fl.yelpcdn.com/bphoto/-9jRmNrw7QgjcUn_EXVsEA/o.jpg,FALSE,https://www.yelp.com/biz/portillos-hot-dogs-chicago-4?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,5395,hotdog,Hot Dogs,4,41.8934295,-87.6314147,delivery-pickup,100 W Ontario,,None,Chicago,60654,US,IL,100 W Ontario-Chicago, IL 60654,13125878910,(312) 587-8910,4051.81612,$,3,Chicago,Illinois,2705994
WBU0yq9J8qiYQfI_fh2P1Q,crisp-chicago,Crisp,https://s3-media1.fl.yelpcdn.com/bphoto/CnRIO7IzEAAZ6rGu0kAPtw/o.jpg,FALSE,https://www.yelp.com/biz/crisp-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,3047,korean,Korean,4.5,41.93612146,-87.64442103,delivery-pickup,2940 N Broadway Ave,,,Chicago,60657,US,IL,2940 N Broadway Ave-Chicago, IL 60657,17736977610,(773) 697-7610,4411.791308,$$,3,Chicago,Illinois,2705994
2tKMs0DbdxPSl2JeCJUEKw,joes-seafood-prime-steak-and-stone-crab-chicago,"Joe's Seafood, Prime Steak & Stone Crab",https://s3-media4.fl.yelpcdn.com/bphoto/FPYafanrI1GVRAhtgZ8Oow/o.jpg,FALSE,https://www.yelp.com/biz/joes-seafood-prime-steak-and-stone-crab-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,2403,seafood,Seafood,4.5,41.89186083,-87.62587283,delivery-pickup,60 E Grand Ave,,None,Chicago,60611,US,IL,60 E Grand Ave-Chicago, IL 60611,13123795637,(312) 379-5637,4553.711535,$$$,3,Chicago,Illinois,2705994
jGiKIJCVLZHXQDSNnSLPsw,xoco-chicago,Xoco,https://s3-media2.fl.yelpcdn.com/bphoto/SMy6UI6dloXPuaIUfXI1Jg/o.jpg,FALSE,https://www.yelp.com/biz/xoco-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,3583,mexican,Mexican,4,41.890969,-87.630776,pickup,449 N Clark St,,,Chicago,60654,US,IL,449 N Clark St-Chicago, IL 60654,13127232131,(312) 723-2131,4196.988026,$$,3,Chicago,Illinois,2705994
ULEy88tbRkbwnDOOBdUCUQ,mollys-cupcakes-chicago,Molly's Cupcakes,https://s3-media2.fl.yelpcdn.com/bphoto/6uDzckNQcH1ASTl7ghoD4Q/o.jpg,FALSE,https://www.yelp.com/biz/mollys-cupcakes-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,2735,desserts,Desserts,4,41.9288051,-87.6425736,delivery-pickup,2536 N Clark St,,,Chicago,60614,US,IL,2536 N Clark St-Chicago, IL 60614,17738837220,(773) 883-7220,3918.592204,$$,3,Chicago,Illinois,2705994
LYppbvgJlBG0SqjSKFiFGg,sapori-trattoria-chicago,Sapori Trattoria,https://s3-media2.fl.yelpcdn.com/bphoto/CeIEaTOeC0U1e84EMVkGcA/o.jpg,FALSE,https://www.yelp.com/biz/sapori-trattoria-chicago?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,2166,italian,Italian,4.5,41.93166,-87.64859,pickup-restaurant_reservation,2701 N Halsted St,,,Chicago,60614,US,IL,2701 N Halsted St-Chicago, IL 60614,17738329999,(773) 832-9999,3810.751136,$$,3,Chicago,Illinois,2705994
NNMvUp-r7sQt7Q2l-kO9wA,the-breakfast-klub-houston-2,The Breakfast Klub,https://s3-media4.fl.yelpcdn.com/bphoto/VNNIyiBmg-jLAfkNUsby3Q/o.jpg,FALSE,https://www.yelp.com/biz/the-breakfast-klub-houston-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,4306,breakfast_brunch,Breakfast & Brunch,4.5,29.73843,-95.38048,,3711 Travis St,,,Houston,77002,US,TX,3711 Travis St-Houston, TX 77002,17135288561,(713) 528-8561,3370.053899,$$,4,Houston,Texas,2325502
MtrXTHsxOCw0iCtOlPhrGQ,jinya-ramen-bar-houston-3,JINYA Ramen Bar,https://s3-media3.fl.yelpcdn.com/bphoto/E8HeS5NhHLzioGYC-7i1kQ/o.jpg,FALSE,https://www.yelp.com/biz/jinya-ramen-bar-houston-3?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,2782,ramen,Ramen,4.5,29.742755,-95.379845,,3201 Louisiana St,Ste 105,,Houston,77006,US,TX,3201 Louisiana St-Ste 105-Houston, TX 77006,18329258596,(832) 925-8596,2960.974341,$$,4,Houston,Texas,2325502
E8Kfjp5xQYj-D2fx_YBC7g,uchi-houston,Uchi,https://s3-media2.fl.yelpcdn.com/bphoto/TVvseawCAFEq9AHj33GLpg/o.jpg,FALSE,https://www.yelp.com/biz/uchi-houston?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,1823,sushi,Sushi Bars,4.5,29.74493,-95.39091,,904 Westheimer Rd,,,Houston,77006,US,TX,904 Westheimer Rd-Houston, TX 77006,17135224808,(713) 522-4808,3591.163379,$$$,4,Houston,Texas,2325502
VQZF4hu7faCkUaJ9RDRpeQ,local-foods-houston,Local Foods,https://s3-media1.fl.yelpcdn.com/bphoto/bKgWmpZo3lOkInGE3KyN4A/o.jpg,FALSE,https://www.yelp.com/biz/local-foods-houston?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,1508,sandwiches,Sandwiches,4.5,29.71950968,-95.41642407,,2424 Dunstan Rd,,,Houston,77005,US,TX,2424 Dunstan Rd-Houston, TX 77005,17135217800,(713) 521-7800,7289.546669,$$,4,Houston,Texas,2325502
RoU8KznQMrRFcIjYVtdZMw,the-pit-room-houston,The Pit Room,https://s3-media2.fl.yelpcdn.com/bphoto/kOrAG30CDxnW9FHW7nEL-Q/o.jpg,FALSE,https://www.yelp.com/biz/the-pit-room-houston?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,1656,bbq,Barbeque,4.5,29.73423527,-95.39396798,,1201 Richmond Ave,,,Houston,77006,US,TX,1201 Richmond Ave-Houston, TX 77006,12818881929,(281) 888-1929,4585.949511,$$,4,Houston,Texas,2325502
AAf5Mq-xpME2bkB1Z1auaQ,common-bond-cafe-and-bakery-houston,Common Bond Cafe & Bakery,https://s3-media3.fl.yelpcdn.com/bphoto/O52yxO5HEYkBjtlpOeCGcA/o.jpg,FALSE,https://www.yelp.com/biz/common-bond-cafe-and-bakery-houston?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,1970,cafes,Cafes,4,29.7428969,-95.4023708,,1706 Westheimer Rd,,,Houston,77098,US,TX,1706 Westheimer Rd-Houston, TX 77098,17135293535,(713) 529-3535,4666.479424,$$,4,Houston,Texas,2325502
Jq2NvxWbYMEZhlTygPZUOA,peli-peli-houston-5,Peli Peli,https://s3-media1.fl.yelpcdn.com/bphoto/9KV294wVn6v6cORFhGOnNg/o.jpg,FALSE,https://www.yelp.com/biz/peli-peli-houston-5?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,1649,southafrican,South African,4.5,29.73979658,-95.46401016,pickup-delivery,5085 Westheimer Rd,Ste B2515,,Houston,77056,US,TX,5085 Westheimer Rd-Ste B2515-Houston, TX 77056,12812579500,(281) 257-9500,10372.04038,$$$,4,Houston,Texas,2325502
LYBeb7EJfh8v5JwO6HWeYA,baby-barnabys-houston-5,Baby Barnaby's,https://s3-media1.fl.yelpcdn.com/bphoto/uC6lvI3_ax_DvLMRpSznNQ/o.jpg,FALSE,https://www.yelp.com/biz/baby-barnabys-houston-5?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,1318,breakfast_brunch,Breakfast & Brunch,4.5,29.7483,-95.38828,,602 Fairview St,,,Houston,77006,US,TX,602 Fairview St-Houston, TX 77006,17135224229,(713) 522-4229,3187.152891,$$,4,Houston,Texas,2325502
OaatS8xHx8xVLXEKdzMc_w,axelrad-houston,Axelrad,https://s3-media2.fl.yelpcdn.com/bphoto/H8otupB1JhXKypZPAiOT1g/o.jpg,FALSE,https://www.yelp.com/biz/axelrad-houston?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,981,beergardens,Beer Gardens,4.5,29.73492,-95.37477,,1517 Alabama St,,,Houston,77004,US,TX,1517 Alabama St-Houston, TX 77004,17135978800,(713) 597-8800,3429.36174,$$,4,Houston,Texas,2325502
237MSviehmCzD_wwKg4-zA,bosscat-kitchen-and-libations-houston,Bosscat Kitchen & Libations,https://s3-media4.fl.yelpcdn.com/bphoto/AWDjoTwd0tpzg4HVDapqOg/o.jpg,FALSE,https://www.yelp.com/biz/bosscat-kitchen-and-libations-houston?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,1622,newamerican,American (New),4.5,29.7418,-95.450518,pickup-restaurant_reservation-delivery,4310 Westheimer Rd,Ste 150,None,Houston,77027,US,TX,4310 Westheimer Rd-Ste 150-Houston, TX 77027,12815011187,(281) 501-1187,9068.955786,$$,4,Houston,Texas,2325502
T3XrYhHa-KMlWqT4LSJEjA,velvet-taco-houston,Velvet Taco,https://s3-media2.fl.yelpcdn.com/bphoto/rkVTKhUDO-VtrIu8esB75g/o.jpg,FALSE,https://www.yelp.com/biz/velvet-taco-houston?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,1858,newamerican,American (New),4,29.77006149,-95.41012573,,4819 Washington Ave,,,Houston,77077,US,TX,4819 Washington Ave-Houston, TX 77077,18328345908,(832) 834-5908,4906.740492,$,4,Houston,Texas,2325502
sLrHO2ct7qsJERWYXrR1pg,kata-robata-houston,Kata Robata,https://s3-media3.fl.yelpcdn.com/bphoto/N32j4qTbmEI01ok4w3oEGw/o.jpg,FALSE,https://www.yelp.com/biz/kata-robata-houston?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,1424,sushi,Sushi Bars,4,29.73357273,-95.41949102,pickup,3600 Kirby Dr,Ste H,,Houston,77098,US,TX,3600 Kirby Dr-Ste H-Houston, TX 77098,17135268858,(713) 526-8858,6615.244902,$$$,4,Houston,Texas,2325502
02GjIP_ReWd2GqVu9yFV_Q,luna-pizzeria-houston,Luna Pizzeria,https://s3-media2.fl.yelpcdn.com/bphoto/UIFyeGAj5X_ipqCRr1OE2Q/o.jpg,FALSE,https://www.yelp.com/biz/luna-pizzeria-houston?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,889,pizza,Pizza,4.5,29.73509809,-95.41775275,,3435 Kirby Dr,,,Houston,77098,US,TX,3435 Kirby Dr-Houston, TX 77098,18327676338,(832) 767-6338,6385.755733,$$,4,Houston,Texas,2325502
uz2OUI0fIJBRrFnfLUPWuQ,yoyos-hot-dog-houston-14,Yoyo's Hot Dog,https://s3-media3.fl.yelpcdn.com/bphoto/TfX64197gXczdC48ccTj0A/o.jpg,FALSE,https://www.yelp.com/biz/yoyos-hot-dog-houston-14?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,750,hotdog,Hot Dogs,4.5,29.7162012,-95.414664,,5555 Morningside Dr,None,,Houston,77005,US,TX,5555 Morningside Dr-Houston, TX 77005,17138396207,(713) 839-6207,7416.868118,$,4,Houston,Texas,2325502
I1VlZBW80UL3E3NvahlqXg,oporto-fooding-house-and-wine-houston,Oporto Fooding House & Wine,https://s3-media3.fl.yelpcdn.com/bphoto/FlZnL3OYdlSN3yhhjBnLnw/o.jpg,FALSE,https://www.yelp.com/biz/oporto-fooding-house-and-wine-houston?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,942,tapasmallplates,Tapas/Small Plates,4.5,29.75313842,-95.38021399,pickup-restaurant_reservation-delivery,125 W Gray Ave,Ste 500,,Houston,77019,US,TX,125 W Gray Ave-Ste 500-Houston, TX 77019,17135280115,(713) 528-0115,2243.490569,$$,4,Houston,Texas,2325502
#NAME?,stantons-city-bites-houston,Stanton's City Bites,https://s3-media2.fl.yelpcdn.com/bphoto/54W-Qpa2mGPVoVX17GM5QA/o.jpg,FALSE,https://www.yelp.com/biz/stantons-city-bites-houston?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,1092,burgers,Burgers,4.5,29.770945,-95.372068,,1420 Edwards St,,,Houston,77007,US,TX,1420 Edwards St-Houston, TX 77007,17132274893,(713) 227-4893,1463.713298,$$,4,Houston,Texas,2325502
#NAME?,saint-arnold-brewing-company-houston,Saint Arnold Brewing Company,https://s3-media1.fl.yelpcdn.com/bphoto/ZcqVKeFpDh6RL0dEe8oRug/o.jpg,FALSE,https://www.yelp.com/biz/saint-arnold-brewing-company-houston?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,837,brewpubs,Brewpubs,4.5,29.771458,-95.34779,,2104 Lyons Ave,,None,Houston,77020,US,TX,2104 Lyons Ave-Houston, TX 77020,17136869494,(713) 686-9494,1502.615332,$$,4,Houston,Texas,2325502
x4WealiPVG-tzwzhe7nvpw,north-italia-houston,North Italia,https://s3-media1.fl.yelpcdn.com/bphoto/dsUzts2x9Ee9a_hjAbDzlw/o.jpg,FALSE,https://www.yelp.com/biz/north-italia-houston?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,1522,pizza,Pizza,4,29.74858686,-95.46202532,,1700 Post Oak Blvd,Ste 190,,Houston,77056,US,TX,1700 Post Oak Blvd-Ste 190-Houston, TX 77056,12816054030,(281) 605-4030,9983.179391,$$,4,Houston,Texas,2325502
7rPbyu9W9IGx9vxtT1P5Iw,local-foods-houston-2,Local Foods,https://s3-media2.fl.yelpcdn.com/bphoto/-qLfq81pwsw2ywIUvyR4Pw/o.jpg,FALSE,https://www.yelp.com/biz/local-foods-houston-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,813,salad,Salad,4.5,29.7425611,-95.4181027,,2555 Kirby Dr,,,Houston,77019,US,TX,2555 Kirby Dr-Houston, TX 77019,17132554440,(713) 255-4440,6057.087969,$$,4,Houston,Texas,2325502
iGMTbYr2FTFHc6vEIn51_Q,steak-48-houston-2,Steak 48,https://s3-media2.fl.yelpcdn.com/bphoto/wY7iVDM1x6b02z2wtn-NaA/o.jpg,FALSE,https://www.yelp.com/biz/steak-48-houston-2?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,1046,steak,Steakhouses,4.5,29.741784,-95.454529,,4444 Westheimer Rd,Ste A-100,,Houston,77027,US,TX,4444 Westheimer Rd-Ste A-100-Houston, TX 77027,17133227448,(713) 322-7448,9430.474489,$$$$,4,Houston,Texas,2325502
ytynqOUb3hjKeJfRj5Tshw,reading-terminal-market-philadelphia,Reading Terminal Market,https://s3-media2.fl.yelpcdn.com/bphoto/tJeF-52rYYpDrNAVXsUYXg/o.jpg,FALSE,https://www.yelp.com/biz/reading-terminal-market-philadelphia?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,5263,food_court,Food Court,4.5,39.95334146,-75.15885452,,51 N 12th St,,,Philadelphia,19107,US,PA,51 N 12th St-Philadelphia, PA 19107,12159222317,(215) 922-2317,1053.752701,$$,6,Philadelphia,Pennsylvania,1584138
ctHjyadbDQAtUFfkcAFEHw,zahav-philadelphia,Zahav,https://s3-media2.fl.yelpcdn.com/bphoto/iuZHAsd1P9GJsWhjNaV6xQ/o.jpg,FALSE,https://www.yelp.com/biz/zahav-philadelphia?adjust_creative=dZUGJKtf6roV8cYprztpMw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dZUGJKtf6roV8cYprztpMw,2824,mideastern,Middle Eastern,4.5,39.94626115,-75.14513508,,237 St James Pl,,,Philadelphia,19106,US,PA,237 St James Pl-Philadelphia, PA 19106,12156258800,(215) 625-8800,2374.3034,$$$,6,Philadelphia,Pennsylvania,1584138
